ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Category	Part
IPR014710	RmlC-like jelly roll fold	4/26	172/37487	5.912541795796432e-6	5.4691011611117e-5	1.8671184618304525e-5	Glyma.03G163467/Glyma.03G163533/Glyma.10G037100/Glyma.20G148200	4	InterPro	Cotyledon
IPR003854	Gibberellin regulated protein	2/26	35/37487	2.713720984618582e-4	0.002008153528617751	6.855716171667998e-4	Glyma.08G291900/Glyma.18G132100	2	InterPro	Cotyledon
11.6.1.5	Phytohormone action.gibberellin.biosynthesis.gibberellin 20-oxidase	2/49	11/44548	6.477446487471071e-5	7.125191136218178e-4	2.727345889461504e-4	Glyma.03G019800/Glyma.07G081700	2	MapMan	Cotyledon
11.10.2.1.1	Phytohormone action.signalling peptides.CRP (cysteine-rich-peptide) category.GASA/GAST-peptide activity.GASA-precursor polypeptide	2/49	34/44548	6.501080395170926e-4	0.003575594217344009	0.001368648504246511	Glyma.08G291900/Glyma.18G132100	2	MapMan	Cotyledon
GO:0010431	seed maturation	8/46	153/33985	3.1667390393017114e-11	6.58681720174756e-9	4.133427798667498e-9	Glyma.03G056000/Glyma.03G163467/Glyma.03G163533/Glyma.08G172800/Glyma.10G037100/Glyma.10G189900/Glyma.13G123500/Glyma.20G201000	8	GO	Embryo
GO:0009845	seed germination	10/46	378/33985	7.348413888865878e-11	7.642350444420513e-9	4.79580695904931e-9	Glyma.03G163467/Glyma.03G163533/Glyma.05G004300/Glyma.10G027600/Glyma.10G037100/Glyma.10G247500/Glyma.13G123500/Glyma.19G004800/Glyma.20G147600/Glyma.20G196600	10	GO	Embryo
GO:0012511	monolayer-surrounded lipid storage body	5/46	23/33985	1.1993346888687876e-10	8.315387176156927e-9	5.218157944551918e-9	Glyma.05G004300/Glyma.10G189900/Glyma.19G004800/Glyma.20G196600/Glyma.20G201000	5	GO	Embryo
GO:0090351	seedling development	10/46	443/33985	3.4324870753772725e-10	1.4499144223982834e-8	9.098653257964937e-9	Glyma.03G163467/Glyma.03G163533/Glyma.05G004300/Glyma.10G027600/Glyma.10G037100/Glyma.10G247500/Glyma.13G123500/Glyma.19G004800/Glyma.20G147600/Glyma.20G196600	10	GO	Embryo
GO:0045735	nutrient reservoir activity	5/46	28/33985	3.485371207688181e-10	1.4499144223982834e-8	9.098653257964937e-9	Glyma.03G163467/Glyma.03G163533/Glyma.10G037100/Glyma.13G123500/Glyma.13G194300	5	GO	Embryo
GO:0019915	lipid storage	5/46	30/33985	5.043631125046965e-10	1.748458790016281e-8	1.0972109815891644e-8	Glyma.05G004300/Glyma.10G189900/Glyma.19G004800/Glyma.20G196600/Glyma.20G201000	5	GO	Embryo
GO:0042735	protein body	4/46	16/33985	5.281232292063147e-9	1.5692804524987638e-7	9.847711341591433e-8	Glyma.03G163467/Glyma.03G163533/Glyma.10G037100/Glyma.13G123500	4	GO	Embryo
GO:0005811	lipid droplet	5/46	64/33985	2.6077737664929988e-8	6.780211792881797e-7	4.25478877690963e-7	Glyma.05G004300/Glyma.10G189900/Glyma.19G004800/Glyma.20G196600/Glyma.20G201000	5	GO	Embryo
GO:0071695	anatomical structure maturation	8/46	382/33985	4.2568013008863785e-8	9.837940784270741e-7	6.173606565028198e-7	Glyma.03G056000/Glyma.03G163467/Glyma.03G163533/Glyma.08G172800/Glyma.10G037100/Glyma.10G189900/Glyma.13G123500/Glyma.20G201000	8	GO	Embryo
GO:0048609	multicellular organismal reproductive process	8/46	396/33985	5.613055339640078e-8	1.1675155106451363e-6	7.326514338056523e-7	Glyma.03G056000/Glyma.03G163467/Glyma.03G163533/Glyma.08G172800/Glyma.10G037100/Glyma.10G189900/Glyma.13G123500/Glyma.20G201000	8	GO	Embryo
GO:0032504	multicellular organism reproduction	8/46	412/33985	7.604568761365273e-8	1.3428187007316727e-6	8.426595085563129e-7	Glyma.03G056000/Glyma.03G163467/Glyma.03G163533/Glyma.08G172800/Glyma.10G037100/Glyma.10G189900/Glyma.13G123500/Glyma.20G201000	8	GO	Embryo
GO:0021700	developmental maturation	8/46	413/33985	7.74703096575965e-8	1.3428187007316727e-6	8.426595085563129e-7	Glyma.03G056000/Glyma.03G163467/Glyma.03G163533/Glyma.08G172800/Glyma.10G037100/Glyma.10G189900/Glyma.13G123500/Glyma.20G201000	8	GO	Embryo
GO:0051235	maintenance of location	5/46	92/33985	1.6352766313331658e-7	2.6164426101330653e-6	1.641897184496458e-6	Glyma.05G004300/Glyma.10G189900/Glyma.19G004800/Glyma.20G196600/Glyma.20G201000	5	GO	Embryo
GO:0071215	cellular response to abscisic acid stimulus	8/46	470/33985	2.075696096622447e-7	2.87829858731646e-6	1.806219761271463e-6	Glyma.02G264700/Glyma.03G163467/Glyma.03G163533/Glyma.09G139600/Glyma.10G037100/Glyma.13G123500/Glyma.15G007300/Glyma.16G189900	8	GO	Embryo
GO:0097306	cellular response to alcohol	8/46	470/33985	2.075696096622447e-7	2.87829858731646e-6	1.806219761271463e-6	Glyma.02G264700/Glyma.03G163467/Glyma.03G163533/Glyma.09G139600/Glyma.10G037100/Glyma.13G123500/Glyma.15G007300/Glyma.16G189900	8	GO	Embryo
GO:0010344	seed oilbody biogenesis	3/46	15/33985	1.0439116857461174e-6	1.3570851914699526e-5	8.516121646876221e-6	Glyma.05G004300/Glyma.19G004800/Glyma.20G196600	3	GO	Embryo
GO:0004867	serine-type endopeptidase inhibitor activity	3/46	25/33985	5.227082661870226e-6	6.39548937452357e-5	4.0133637775350344e-5	Glyma.09G158600/Glyma.09G158700/Glyma.14G117700	3	GO	Embryo
GO:0010876	lipid localization	5/46	220/33985	1.1994877840326272e-5	1.3860747726599247e-4	8.698040071347706e-5	Glyma.05G004300/Glyma.10G189900/Glyma.19G004800/Glyma.20G196600/Glyma.20G201000	5	GO	Embryo
GO:0000322	storage vacuole	3/46	36/33985	1.6058269663146137e-5	1.6700600449671982e-4	1.0480133885421689e-4	Glyma.10G037100/Glyma.13G123500/Glyma.20G216100	3	GO	Embryo
GO:0000326	protein storage vacuole	3/46	36/33985	1.6058269663146137e-5	1.6700600449671982e-4	1.0480133885421689e-4	Glyma.10G037100/Glyma.13G123500/Glyma.20G216100	3	GO	Embryo
GO:0050826	response to freezing	3/46	46/33985	3.3818548906362136e-5	3.349646748820631e-4	2.1020050448064689e-4	Glyma.05G004300/Glyma.19G004800/Glyma.20G196600	3	GO	Embryo
GO:0009269	response to desiccation	3/46	56/33985	6.117313834807717e-5	5.783642171090932e-4	3.6294110790246743e-4	Glyma.10G189900/Glyma.16G031300/Glyma.20G201000	3	GO	Embryo
GO:0042759	long-chain fatty acid biosynthetic process	2/46	12/33985	1.1727450708439803e-4	0.0010605694553719473	6.655395367718699e-4	Glyma.10G189900/Glyma.20G201000	2	GO	Embryo
GO:0004866	endopeptidase inhibitor activity	3/46	78/33985	1.6442456030199456e-4	0.001368012341712595	8.5846928326094e-4	Glyma.09G158600/Glyma.09G158700/Glyma.14G117700	3	GO	Embryo
GO:0061135	endopeptidase regulator activity	3/46	78/33985	1.6442456030199456e-4	0.001368012341712595	8.5846928326094e-4	Glyma.09G158600/Glyma.09G158700/Glyma.14G117700	3	GO	Embryo
GO:0030414	peptidase inhibitor activity	3/46	80/33985	1.7723817308002644e-4	0.0014165034240738268	8.888989098438996e-4	Glyma.09G158600/Glyma.09G158700/Glyma.14G117700	3	GO	Embryo
GO:0031408	oxylipin biosynthetic process	2/46	15/33985	1.8609081642613503e-4	0.0014165034240738268	8.888989098438996e-4	Glyma.10G189900/Glyma.20G201000	2	GO	Embryo
GO:0061134	peptidase regulator activity	3/46	82/33985	1.9068315324070745e-4	0.0014165034240738268	8.888989098438996e-4	Glyma.09G158600/Glyma.09G158700/Glyma.14G117700	3	GO	Embryo
GO:0001676	long-chain fatty acid metabolic process	2/46	19/33985	3.020184593209844e-4	0.002166201363405681	0.001359357130882108	Glyma.10G189900/Glyma.20G201000	2	GO	Embryo
GO:0031407	oxylipin metabolic process	2/46	21/33985	3.7026079916288915e-4	0.002567141540862698	0.0016109592665332721	Glyma.10G189900/Glyma.20G201000	2	GO	Embryo
GO:0034389	lipid droplet organization	2/46	22/33985	4.069358942635928e-4	0.0027304085808653967	0.0017134142916361802	Glyma.10G189900/Glyma.20G201000	2	GO	Embryo
GO:0046685	response to arsenic-containing substance	2/46	28/33985	6.624604858339353e-4	0.0043059931579205795	0.0027021414553752626	Glyma.02G252800/Glyma.14G063700	2	GO	Embryo
GO:0006636	unsaturated fatty acid biosynthetic process	2/46	30/33985	7.610428015621933e-4	0.004655791256615771	0.002921650383706253	Glyma.10G189900/Glyma.20G201000	2	GO	Embryo
GO:0033559	unsaturated fatty acid metabolic process	2/46	30/33985	7.610428015621933e-4	0.004655791256615771	0.002921650383706253	Glyma.10G189900/Glyma.20G201000	2	GO	Embryo
GO:0046688	response to copper ion	2/46	32/33985	8.662700084379901e-4	0.005148118907288627	0.003230600933723633	Glyma.02G252800/Glyma.14G063700	2	GO	Embryo
IPR006044	11-S seed storage protein, plant	4/54	13/37487	2.7222185380345252e-9	1.8511086058634772e-7	1.2894719390689857e-7	Glyma.03G163467/Glyma.03G163533/Glyma.10G037100/Glyma.13G123500	4	InterPro	Embryo
IPR000877	Proteinase inhibitor I12, Bowman-Birk	3/54	10/37487	3.366228423910178e-7	7.63011776086307e-6	5.315097511437124e-6	Glyma.09G158600/Glyma.09G158700/Glyma.14G117700	3	InterPro	Embryo
IPR035995	Bowman-Birk type proteinase inhibitor	3/54	10/37487	3.366228423910178e-7	7.63011776086307e-6	5.315097511437124e-6	Glyma.09G158600/Glyma.09G158700/Glyma.14G117700	3	InterPro	Embryo
IPR000136	Oleosin	3/54	13/37487	7.998318265564963e-7	1.3597141051460438e-5	9.471692682905878e-6	Glyma.05G004300/Glyma.19G004800/Glyma.20G196600	3	InterPro	Embryo
IPR006045	Cupin 1	4/54	64/37487	2.2909570691923927e-6	3.115701614101654e-5	2.1703803813401618e-5	Glyma.03G163467/Glyma.03G163533/Glyma.10G037100/Glyma.13G123500	4	InterPro	Embryo
IPR011051	RmlC-like cupin domain superfamily	4/54	119/37487	2.700193199540452e-5	3.060218959479179e-4	2.13173147332141e-4	Glyma.03G163467/Glyma.03G163533/Glyma.10G037100/Glyma.13G123500	4	InterPro	Embryo
IPR014710	RmlC-like jelly roll fold	4/54	172/37487	1.1315836144906423e-4	0.0010992526540766238	7.657332729635926e-4	Glyma.03G163467/Glyma.03G163533/Glyma.10G037100/Glyma.13G123500	4	InterPro	Embryo
IPR003854	Gibberellin regulated protein	2/54	35/37487	0.0011754303003119898	0.009991157552651913	0.00695978467289994	Glyma.08G291900/Glyma.18G132100	2	InterPro	Embryo
19.4.6.3	Protein homeostasis.proteolysis.protease inhibitor activities.Bowman-Birk protease inhibitor	3/77	10/44548	5.906117940030249e-7	9.180791610921464e-6	4.547760550301654e-6	Glyma.09G158600/Glyma.09G158700/Glyma.14G117700	3	MapMan	Embryo
5.9.2	Lipid metabolism.lipid droplet-associated activities.lipid droplet structural protein (OLEOSIN/OLO)	3/77	12/44548	1.0800931306966428e-6	9.180791610921464e-6	4.547760550301654e-6	Glyma.05G004300/Glyma.19G004800/Glyma.20G196600	3	MapMan	Embryo
19.1.8.1	Protein homeostasis.protein quality control.smallHsp holdase chaperone activities.class-C-I protein	2/77	20/44548	5.490869876321399e-4	0.0031114929299154593	0.0015412968073884629	Glyma.02G252800/Glyma.14G063700	2	MapMan	Embryo
11.10.2.1.1	Phytohormone action.signalling peptides.CRP (cysteine-rich-peptide) category.GASA/GAST-peptide activity.GASA-precursor polypeptide	2/77	34/44548	0.0015960364873083119	0.006783155071060325	0.0033600768153859194	Glyma.08G291900/Glyma.18G132100	2	MapMan	Embryo
GO:0006869	lipid transport	15/334	188/33985	6.802348430898765e-10	3.0953563536743395e-07	2.8745013421747847e-7	Glyma.02G281500/Glyma.03G026200/Glyma.03G026500/Glyma.03G026950/Glyma.03G026975/Glyma.08G304900/Glyma.09G055000/Glyma.09G055100/Glyma.14G032800/Glyma.18G113600/Glyma.18G114100/Glyma.18G114200/Glyma.18G114500/Glyma.19G169633/Glyma.19G169666	15	GO	Endosperm
GO:0010876	lipid localization	16/334	220/33985	7.148628992319491e-10	3.0953563536743395e-07	2.8745013421747847e-7	Glyma.02G281500/Glyma.03G026200/Glyma.03G026500/Glyma.03G026950/Glyma.03G026975/Glyma.08G304900/Glyma.09G055000/Glyma.09G055100/Glyma.14G032800/Glyma.18G113600/Glyma.18G114100/Glyma.18G114200/Glyma.18G114500/Glyma.19G169633/Glyma.19G169666/Glyma.20G201000	16	GO	Endosperm
GO:0008289	lipid binding	18/334	461/33985	9.015956496418974e-7	2.602606108632944e-4	2.416909039741788e-4	Glyma.02G281500/Glyma.03G026200/Glyma.03G026500/Glyma.03G026950/Glyma.03G026975/Glyma.08G304900/Glyma.09G025800/Glyma.09G025900/Glyma.09G055000/Glyma.09G055100/Glyma.10G251300/Glyma.14G032800/Glyma.18G113600/Glyma.18G114100/Glyma.18G114200/Glyma.18G114500/Glyma.19G169633/Glyma.19G169666	18	GO	Endosperm
GO:0010411	xyloglucan metabolic process	8/334	92/33985	3.6379586903522535e-6	6.823270553395111e-4	6.336427255128074e-4	Glyma.01G081400/Glyma.05G064250/Glyma.12G163026/Glyma.16G162900/Glyma.17G188200/Glyma.18G096100/Glyma.18G130200/Glyma.20G067800	8	GO	Endosperm
GO:0016762	xyloglucan:xyloglucosyl transferase activity	7/334	66/33985	3.9395326520757e-6	6.823270553395111e-4	6.336427255128074e-4	Glyma.01G081400/Glyma.05G064250/Glyma.12G163026/Glyma.16G162900/Glyma.18G096100/Glyma.18G130200/Glyma.20G067800	7	GO	Endosperm
GO:0004857	enzyme inhibitor activity	13/334	283/33985	5.339936618950543e-6	7.707308520018617e-4	7.15738873136529e-4	Glyma.08G168600/Glyma.08G168633/Glyma.10G140100/Glyma.14G020600/Glyma.16G206100/Glyma.16G206300/Glyma.18G191400/Glyma.19G092600/Glyma.20G028900/Glyma.20G029200/Glyma.20G029500/Glyma.20G029700/Glyma.20G168700	13	GO	Endosperm
GO:0045944	positive regulation of transcription by RNA polymerase II	9/334	139/33985	1.0276766832833876e-5	0.0012713828681763053	0.0011806691519225688	Glyma.03G083700/Glyma.09G266400/Glyma.10G084700/Glyma.10G084800/Glyma.10G085700/Glyma.10G086400/Glyma.11G186100/Glyma.18G053000/Glyma.20G136600	9	GO	Endosperm
GO:0010410	hemicellulose metabolic process	9/334	176/33985	6.628447147850496e-5	0.007175294037548162	0.006663333711786552	Glyma.01G081400/Glyma.05G064250/Glyma.12G163026/Glyma.16G056100/Glyma.16G162900/Glyma.17G188200/Glyma.18G096100/Glyma.18G130200/Glyma.20G067800	9	GO	Endosperm
GO:0043086	negative regulation of catalytic activity	6/334	74/33985	9.099264382958745e-5	0.008755514395158082	0.008130804665006411	Glyma.08G168633/Glyma.19G092600/Glyma.20G028900/Glyma.20G029200/Glyma.20G029500/Glyma.20G029700	6	GO	Endosperm
IPR010264	Plant self-incompatibility S1	18/428	24/37487	9.60233266266527e-31	3.629681746487472e-28	2.8402689244304646e-28	Glyma.01G141000/Glyma.01G141200/Glyma.01G141300/Glyma.01G141400/Glyma.01G141600/Glyma.01G141800/Glyma.01G142000/Glyma.01G142100/Glyma.03G025700/Glyma.03G025900/Glyma.08G353200/Glyma.08G353300/Glyma.08G353400/Glyma.09G023500/Glyma.09G259700/Glyma.09G260000/Glyma.18G232500/Glyma.18G232700	18	InterPro	Endosperm
IPR010851	Defensin-like protein	10/428	13/37487	9.402374259878397e-18	1.777048735117017e-15	1.3905616668557e-15	Glyma.06G244000/Glyma.06G244500/Glyma.06G244700/Glyma.06G245900/Glyma.06G272000/Glyma.06G272100/Glyma.08G228500/Glyma.08G228650/Glyma.12G142600/Glyma.16G020150	10	InterPro	Endosperm
IPR036312	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily	16/428	148/37487	1.7449151039046783e-11	2.1985930309198947e-9	1.7204250673586479e-9	Glyma.02G281500/Glyma.03G026200/Glyma.03G026500/Glyma.03G026950/Glyma.03G026975/Glyma.08G304900/Glyma.09G055000/Glyma.09G055100/Glyma.13G154100/Glyma.14G032800/Glyma.18G113600/Glyma.18G114100/Glyma.18G114200/Glyma.18G114500/Glyma.19G169633/Glyma.19G169666	16	InterPro	Endosperm
IPR040361	Tapetum determinant 1	7/428	13/37487	3.895432169943973e-11	3.6811834005970546e-9	2.880569578300675e-9	Glyma.08G316300/Glyma.08G357100/Glyma.10G113900/Glyma.10G114100/Glyma.13G199700/Glyma.18G276100/Glyma.20G204300	7	InterPro	Endosperm
IPR006456	ZF-HD homeobox protein, Cys/His-rich dimerisation domain	9/428	43/37487	1.2128363463097727e-9	9.169042778101881e-8	7.174884490800972e-8	Glyma.08G189000/Glyma.09G238500/Glyma.09G238600/Glyma.09G238700/Glyma.12G165800/Glyma.12G168600/Glyma.12G168700/Glyma.18G257200/Glyma.18G257300	9	InterPro	Endosperm
IPR000528	Plant non-specific lipid-transfer protein/Par allergen	8/428	45/37487	4.0294059787640425e-8	2.538525766621347e-6	1.9864264561977123e-6	Glyma.02G281500/Glyma.09G055000/Glyma.09G055100/Glyma.14G032800/Glyma.18G113600/Glyma.18G114100/Glyma.18G114200/Glyma.18G114500	8	InterPro	Endosperm
IPR002100	Transcription factor, MADS-box	10/428	111/37487	6.262432062021124e-7	3.216378660161439e-5	2.516854367879043e-5	Glyma.03G083700/Glyma.08G034100/Glyma.09G266400/Glyma.10G084700/Glyma.10G084800/Glyma.10G085100/Glyma.10G085700/Glyma.10G086400/Glyma.11G186100/Glyma.20G136600	10	InterPro	Endosperm
IPR036879	Transcription factor, MADS-box superfamily	10/428	112/37487	6.807150603516272e-7	3.216378660161439e-5	2.516854367879043e-5	Glyma.03G083700/Glyma.08G034100/Glyma.09G266400/Glyma.10G084700/Glyma.10G084800/Glyma.10G085100/Glyma.10G085700/Glyma.10G086400/Glyma.11G186100/Glyma.20G136600	10	InterPro	Endosperm
IPR006501	Pectinesterase inhibitor domain	9/428	115/37487	7.333732628997592e-6	2.4299009676288826e-4	1.9014262653960348e-4	Glyma.08G168633/Glyma.10G140100/Glyma.14G020600/Glyma.19G092600/Glyma.20G028900/Glyma.20G029200/Glyma.20G029500/Glyma.20G029700/Glyma.20G168700	9	InterPro	Endosperm
IPR035513	Invertase/pectin methylesterase inhibitor domain superfamily	9/428	115/37487	7.333732628997592e-6	2.4299009676288826e-4	1.9014262653960348e-4	Glyma.08G168633/Glyma.10G140100/Glyma.14G020600/Glyma.19G092600/Glyma.20G028900/Glyma.20G029200/Glyma.20G029500/Glyma.20G029700/Glyma.20G168700	9	InterPro	Endosperm
IPR034087	Cell wall/vacuolar inhibitor of fructosidase	4/428	12/37487	7.713971325805977e-6	2.4299009676288826e-4	1.9014262653960348e-4	Glyma.20G028900/Glyma.20G029200/Glyma.20G029500/Glyma.20G029700	4	InterPro	Endosperm
